qid,query,pid_i,passage_i,score_i,pid_j,passage_j,score_j,g_score,correct_pref
1043064,what is the chemical formula for oxygen tetrafluoride?,7197436,"Quick Answer. N2F4 is the chemical formula for the chemical compound tetrafluorohydrazine or dinitrogen tetrafluoride. It is a colorless inorganic gas that is extremely hazardous. It is produced from nitrogen trifluoride, an inorganic gas that is toxic, colorless and nonflammable, using iron or iron(II) fluoride.",0.9898616473023168,2403731,"A: The chemical formula for silicon dioxide, also called silica, is SiO2. Silicon and oxygen are two of the most abundant elements in the Earth's crust, with ... Full Answer > Filed Under: Atoms & Molecules.",0.3871548168669038,0.6027068304354128,1
1043568,what is the bryozoans,7197007,The Bryozoans are an ancient phylum of small to microscopic but fascinating and often beautiful animals that build intricate colonies. Watching them alive under a microscope is a wonderful experience.,0.9836651238957008,8721020,"Feeding Starfish or sea stars are carnivores that eat clams, mussels, oysters, arthropods, sea urchins and even small fish. Some species also eat some sponges, bryozoans, coral polyps. Sea stars have two separate stomachs: the cardiac stomach and the pyloric stomach.",0.1945002369090808,0.7891648869866199,1
1047162,what is resi,7190154,"Resi, a village in the historical region of Khevi, Georgia; People. Resi is a German and Austrian first name, usually short for Therese. Andreas Franz (1897-1970), a German footballer; Resi Hammerer (1925-2010), an Austrian alpine skier; Resi Stiegler (born 1985), an American alpine skier; Other. Rèze, a white wine grape sometimes known as resi 1371 Resi, an asteroid",0.9859612160553874,3652302,"African American revolutionary party, founded in 1966 in Oakland, California, by Huey Newton and Bobby Seale. The party’s original purpose was to patrol African American neighbourhoods to protect resi...",0.3506815768703696,0.6352796391850177,1
1047642,what is ptztv,7189248,"Scenic Webcam Solutions. PTZtv is an Internet streaming video and marketing company based in Fort Lauderdale, FL. We offer specialized, highly customized technology solutions that bring a virtually there experience of scenic destinations to a worldwide audience. Using powerful, state-of-the art cameras paired with high performance distribution infrastructure we produce 24/7/365 live streaming HD-quality Internet video.",0.8428647630498745,7189250,"PTZtv is a scenic webcam solutions company based in Fort Lauderdale, FL. We create unique live streaming video websites to market your destination to a worldwide audience. Home",0.8992825275709038,-0.0564177645210293,0
1051223,what is menhir,7183716,Definition of menhir. : a single upright rough monolith usually of prehistoric origin.,0.8935449937472475,8174629,What is the most basic architectural technique for spanning space? a. Post - and - Lintel b. Corbel c. Cromlech d. Menhir Answer: a page 18,0.0273222886219099,0.8662227051253376,1
1057139,what is database software? quizlet,7173406,Database Software A collection of information organized in such a way that a computer program can quickly select desired pieces of data. You can think of a database as an electronic filing system. Spreadsheet Software Computer programs that let you create and manipulate financial spreadsheets and charts electronically.,0.9815866628152738,683695,"Typically, the formulation and rubber recipe data is managed using off-the-shelf software, database management programs like dBASE III+ and dBASE IV and financial spread sheet programs Lotus 123 and Microsoft Excel.",0.4969510691515153,0.4846355936637585,1
1057270,who were marilyn monroe's friends,7847045,"The first part, that she dated 'most of the Rat pack', is untrue. She briefly dated Frank Sinatra, and in the late 1940s allegedly went on a single date with Peter Lawford. As for Dean Martin, he and Marilyn were good friends....and Marilyn was good friends with his wife Jeanne, who he married in 1949.",0.9999560871637466,148902,"Playboy honors Marilyn Monroe with nude photo special spanning her career. Marilyn Monroe is back where she belongs - in the latest issue of Playboy magazine, which features a cover feature honoring its most famous Playmate 50 years after her death.",0.4080062157484367,0.5919498714153099,1
1060391,what is barbra streisand net worth,7168612,"Barbra Streisand Net Worth is $340 Million. Barbra Streisand Net Worth is $340 Million. Singer, songwriter, actress and filmmaker Barbra Streisand was born and raised in Brooklyn, New York and has an estimated net worth of $340 million. Her career began in her teens when she sang at nightclubs. Barbra Joan Streisand (/'str...",0.9921814371438314,1791246,"Daphne Blunt: Salary, and Net Worth The total net worth of Blunt is still growing and will reach to memorable heights when it will be counted in millions. Currently, there is no stable data about her net worth and salary.",0.4226068901339616,0.5695745470098699,1
1064529,what is adipocere,7163878,"adipocere ad·i·po·cere (ād'ə-pō-sēr') n. A brown, fatty, waxlike substance that forms on dead animal tissue in response to moisture. Also called lipocere.",0.9647742815031152,7163882,"This is exemplified by adipocere, and also by Irish bog butter, which consist chiefly of free fatty acids. How would you define adipocere? Add your definition here.",0.6275228699169195,0.3372514115861956,1
1064808,what is acantholysis,7163603,"Definition of Acantholysis. 1. Noun. (medicine) The loss of intercellular connections, resulting in loss of cohesion between keratinocytes, seen in diseases such as pemphigus vulgaris.",0.923995592258446,2248471,Pemphigus is a group of organ specific autoimmune diseases characterized by the production of autoantibodies to desmogleins (a). They are mucocutaneous blistering diseases that demonstrate a loss of cohesion of the epidermal cells (acantholysis) which result in the formation of clefts in the epidermis.,0.0964479258313498,0.827547666427096,1
1068290,what is a realpolitik,7160260,"realpolitik Realpolitik is a political system that's not based on beliefs, doctrines, ethics, or morals, but rather on realistic, practical ideas. Richard Nixon's diplomacy with China in the 1970's was an example of realpolitik. Realpolitik is put into practice when governments deal in straightforward, goal-oriented ways with other governments. Nixon's conversations with the communist Chinese government are such a good example of realpolitik because he felt diplomacy was important despite Americans' distrust of communism.",0.8003319341417976,4669770,"Best Answer: Realpolitik (literally meaning real politics) is the practice of politics independent of moral or ethical considerations, usually for the advancement of the national interests of a country. One of the most famous proponents was Niccolo Machiavelli, best known for his Il Principe (The Prince).",0.8330758778584471,-0.0327439437166494,0
1070452,what is a mimo receiver,7158303,"MIMO (multiple input, multiple output) is an antenna technology for wireless communications in which multiple antennas are used at both the source (transmitter) and the destination (receiver). The antennas at each end of the communications circuit are combined to minimize errors and optimize data speed.",0.9919577578297796,1249929,"How to connect: Plug one end of the cable into the Out to TV port on the back of your receiver. Plug the other end of the cable into the In From Antenna port on the back of your TV. Use your TV remote (not your DIRECTV remote) to tune in to Channel 3 or 4.his will help you determine what cable to use to connect your receiver directly to. your TV. If you don't know what receiver you have, click here. RECOMMENDED! Option 1: Using an RCA-Type Cable (Composite). This option supports standard definition video and stereo audio (not Dolby Digital).",0.2581859613298805,0.7337717964998991,1
1070546,what is a meta analysis vs literature review,7158204,"The official version: A literature review is a free but unsystematic discussion of the literature relating to a matter. By contrast a meta-review (supposedly) is a formal, neutral analysis of the data (contained in the literature) of that matter, and (supposedly) the best of all forms of evidence on a question. In reality:",0.9975011372458156,1189749,INTEGRATIVE METHODS. 1  A. Systematic Literature Reviews. 2  B. Working with Best Evidence. 3  C. Meta-Analysis. 4  D. Guidelines for Reporting Primary and Secondary Research. 5  E. Modeling. 6  F. Assessing the Quality of a Body of Evidence. 7  G. Consensus Development. 8  References for Chapter IV.,0.5283662815130891,0.4691348557327264,1
1071198,what is a lobster roll?,7157715,"A Lobster Roll is a bread roll filled with bite-sized chunks of lobster meat. Lobster Rolls are made on the Atlantic coast of North America, from the New England area of the United States on up into the Maritimes areas of Canada.",0.9999946117684624,8471802,": a small edible lobster (Nephrops norvegicus) of European seas having long slender claws —called also Dublin Bay prawn, Norway lobster.",0.8913352064697283,0.1086594052987341,1
1072479,what is a gui|,7156499,"The graphical user interface (GUI /ɡuːiː/), is a type of user interface that allows users to interact with electronic devices through graphical icons and visual indicators such as secondary notation, instead of text-based user interfaces, typed command labels or text navigation.",0.9933929579462192,272432,"The below are open source tools and mostly available on GNU/Linux, and can run on other platforms too: 1  GeoGebra - open source software for dynamic geometry, algebra and calculus for middle/high school and college. Exports interactive web pages.  Kig[1] A GUI based geometry editor.",0.3393843255640391,0.6540086323821801,1
1074995,what is a cyclin,7154432,Cyclin is a family of proteins that control the progression of cells through the cell cycle by activating cyclin-dependent kinase enzymes.,0.9629782046883648,7852208,"The cyclins are named “cyclins” because their appearance during the cell cycle is cyclical. 1  The first cyclin to be synthesized in response to growth-stimulatory signals is cyclin D. 2  In mid G1, cyclin E is made, followed by. 3  cyclin A at the G1- to S phase transition.  Cyclin B is made in G2 and M phases of the cell cycle.",0.7221821180876443,0.2407960866007206,1
1079340,what happens during a docket call in court,7150401,"Court proceeding at trial or hearing . Docket call . When the docket is called, the judge simply calls each case in the order in which they were set. The purpose of a docket call is to enable the judge to determine how many cases are ready to be heard. This information helps the judge plan the sequence of the hearings.",0.9990040984462804,5403893,"The call to the bar is a legal term of art in most common law jurisdictions where persons must be qualified to be allowed to argue in court on behalf of another party, and are then said to have been called to the bar or to have received a call to the bar.",0.8233706445572695,0.1756334538890108,1
1082701,what does the name yamil mean,7143620,"[ syll. ya-mil, yam-il] The baby boy name Yamil is pronounced Y AA MAHL †. Yamil's origin is Arabic. The meaning of Yamil is 'handsome'. Derivatives of Yamil include the names Yamile and Yamille. See also the related categories, handsome (honorable) and arabic. Yamil is not often used as a baby boy name. It is not in the top 1000 names. Baby names that sound like Yamil include the Yiddish Yankel and the name Young Il. † approx English pronunciation for Yamil: Y as in you (Y.UW) ; AA as in odd (AA.D) ; M as in me (M.IY) ; AH as in mud (M.AH.D) ; L as in lay (L.EY)",0.7567188247716403,7143617,"What Does Name Yamil Mean. You have a strong need for freedom - physical, mental and spiritual. You hate bondage in any form. You have love of beauty and philosophy, and you desire achievement. You are willing to take spiritual matters on faith instead of subjecting them to mental analysis.You are inventive, intuitive and extremely methodical.",0.8636007779244032,-0.1068819531527628,0
1083933,what does doctype mean,7132959,"doctype (Noun) A directive that associates an SGML or XML document (such as a webpage) with a Document Type Definition, potentially affecting how it is parsed and rendered. Origin: From document type.",0.9560596864692568,2449429,"The display property specifies the type of box used for an HTML element. The numbers in the table specify the first browser version that fully supports the property. Note: The values inline-table, table, table-caption, table-cell, table-column, table-column-group, table-row, and table-row-group are not supported in IE7 and earlier. IE8 requires a !DOCTYPE. IE9 supports the values. Note: The values flex and inline-flex requires a prefix to work in Safari.",0.1949849660336869,0.7610747204355697,1
1086266,what causes a burning sensation in my ankle,7111812,"Systemic diseases, such as diabetes or arthritis, can cause swelling, thus compressing the nerve. Symptoms. Patients with tarsal tunnel syndrome experience one or more of the following symptoms: Tingling, burning or a sensation similar to an electrical shock; Numbness; Pain, including shooting pain ; Symptoms are typically felt on the inside of the ankle and/or on the bottom of the foot. In some people, a symptom may be isolated and occur in just one spot. In others, it may extend to the heel, arch, toes and even the calf. Sometimes the symptoms of the syndrome appear suddenly.",0.755302801064155,1909032,"Causes of Chest burning sensation. This section discusses 12 medical conditions causing Chest burning sensation. A simple discussion of these causes with additional information is below. Causes of Chest burning sensation: The following medical conditions are some of the possible causes of Chest burning sensation. There are likely to be other possible causes, so ask your doctor about your symptoms.",0.2677299820946417,0.4875728189695133,1
1087317,what are signs of anxiety in your chest,7102878,"Heart Anxiety Symptoms (symptoms of anxiety associated with the heart): 1  Chest pain or discomfort. 2  Chest pains anxiety symptoms. 3  Concern about the heart. 4  Find it hard to breath, feeling smothered, shortness of breath. 5  Frequent yawning to try and catch your breath. 6  Heart attack or anxiety attack (panic attack)",0.961502697539973,570232,"Chest Pain, Stress and Anxiety. With any extreme emotion like fear, excitement or anger, breathing from the upper chest becomes rapid and shallow. A poor exchange of carbon dioxide in the lower lungs can further reduce oxygen reaching the heart and contribute to angina pain.",0.855447858666567,0.1060548388734059,1
1087484,what are mofongo,7101742,"Classic mofongo is redolent of garlic; a generous dollop is key. Mofongo may be served as a starchy side or the base of a protein-laden main course. Chicken, shrimp, and pernil, a.k.a. slow-cooked pork shoulder, are traditional toppers. Hearty and homey, mofongo combines the best flavors Puerto Rico has to offer.",0.643760466742275,6820602,"Fufu (left) and palm nut soup (right). Fufu. Fufu (variants of the name include foofoo, fufuo, foufou) is a staple food of many countries in Africa and the Caribbean. It is often made with a flour made from the cassava plant – or alternatively another flour, such as semolina or maize flour.Fufu, served alongside soup (usually Groundnut Soup), is a national dish of Ghana.ofongo, unlike Caribbean fufu and West African fufu, is fried then mashed with broth, garlic, olive oil, and stuffed with meat (traditional chicharron). Chicharrón Salsa (criollo related To American creole) sauce is poured on top of. Mofongo this sauce is typically made with, meat seafood or. vegetables",0.3707189338019816,0.2730415329402934,1
1087870,what age was martin luther king when he was admitted,7098048,"If it was not for Benjamin Mays... Benjamin Mays was the president of Morehouse College in Atlanta when he met Martin Luther King, Jr. In 1944, Martin Luther King was admitted to the college at age 15. Mays became so close to Martin Luther King, Jr., that later in life he referred to King “as a son” and would go on to deliver the eulogy at King’s funeral. Being the son of slaves gave Mays the drive to succeed and continue to strive in higher education.",0.998269689907328,4924338,"On Monday we observe what would be the 85th birthday of the Rev. Martin Luther King Jr., memorialized for his vision of equality, leadership in human rights, and his nonviolent passion to end racial segregation.",0.8324001975145862,0.1658694923927418,1
1087904,what age do moles appear,7097707,"Most people do not develop new regular moles after the age of 30. Adults often develop non-mole growths like freckles, lentigines, “liver spots”, and seborrheic keratosis in later adulthood. New moles appearing after age 30 may require close observation, medical evaluation, and possible biopsy. A brand new mole in an adult may be a sign of an evolving abnormal mole or early melanoma. It is important to have any new or changing mole evaluated by your dermatologist.",0.9445335893012236,4748373,"Birthmarks & Hemangiomas. Dark-Pigmented Birthmarks (Nevi or Moles) Nevi, or moles, are either congenital (present at birth) or acquired. Composed of so-called nevus cells, these spots are often dark brown or black. Congenital Nevi.",0.6712035139429533,0.2733300753582702,1
1091973,benson radiology,7870707,"Benson Radiology. Benson Radiology is a leader in diagnostic and interventional radiology, delivering doctors and their patients with high quality imaging and care since 1958. We invest in the latest technology and imaging techniques across our network of 22 clinics operating across Adelaide and in the south-east of South Australia.",0.9999982225424257,6531715,"Radiologic Technologist Salary in 2013. A. ccording to the U.S. Bureau of Labor Statistics (BLS), a majority of radiology technologists work in hospitals (about 61 percent as of 2010) and may work nights, weekends, or for emergencies.Level of education and geographic location will influence the salary ranges of most technologists.elow are detailed comparisons of each state’s average annual salary for radiology technologist. It is important to know that even if a state has a high salary, some geographic areas in that state may have lower salaries. For example, the state of New York may have a very high salary for its radiology technologist.",0.2918890147623301,0.7081092077800956,1
1092259,need number for paypal,4262105,"PayPal® Customer Service Phone Number: 1-888-221-1161 Paypal is the revolutionary internet payment system. Paypal started with Ebay users and has since been purchased and added to the EBAY family of companies. Paypal Corporate 2211 North First Street San Jose, CA 95131 Corporate Phone Number: 1-402-935-2258>",0.9664789745682568,6165130,"PayPal checks can take up to two weeks to arrive. PayPal allows users to withdraw money from their account in three ways: transfer to a bank account, load a PayPal debit card or receive a paper check. You'll need a verified account to choose the paper check option, which also requires a confirmed address.",0.6304745527025596,0.3360044218656972,1
1092930,meaning of the word gank,7792755,"Wiktionary(0.00 / 0 votes)Rate this definition: 1  gank(Verb) To swindle. 2  gank(Verb) To steal. 3  gank(Verb) To kill, ambush, or defeat with little effort; used in online games.",0.9964603768457716,4654454,"This helps you both in-game and out of game, as it gives you something more to think about out of game, and gives you more power in game. 5. Don't play ADC or Support. If you hate the toxicity of this game, you want a lane where you are alone.Top lane is alone, jungle is alone to an extent, but jungle controls the game, the more you gank, the more kills you give to laners, the happier they will be. Mid lane is alone too, and can roam and help other lanes.. Don't play ADC or Support. If you hate the toxicity of this game, you want a lane where you are alone. Top lane is alone, jungle is alone to an extent, but jungle controls the game, the more you gank, the more kills you give to laners, the happier they will be.",0.8012790389407624,0.1951813379050093,1
1093757,jo boaler what is number sense,7722912,"IMPROVING NUMBER SENSE USING NUMBER TALKS Jo Boaler et al. (2014), well known mathematician and Professor of Mathematics Education at Stanford University, recently wrote an article on the importance of number sense. In that article, she states: number sense is the foundation for all higher-level mathematics (Feikes & Schwingendorf, 2008).",0.9997634531488953,6867848,"The name was first given to 5 or more babies in the year 1881 when it was given to 5 new born babies. The highest recorded use of the name Jo was in 1954 with a total of 8,056 babies.",0.5319862572662303,0.4677771958826648,1
1096118,how much does grimace,7532930,"A: Grimace Label employs approximately 1 person at this location. Q: How much does Grimace Label in Paris, France make in annual revenue? A: The company generates an estimated $72,464 USD in annual sales. Q: When was Grimace Label in Paris, France founded? A: Grimace Label was founded in 2012 and has been operating for 6 years.",0.964718298739162,5092529,"Talk0 Share. 1  Grimace was in many McDonalds commercials thru the early 1970s to 2007. 2  Grimace was first introduced in the early days of the McDonaldland commercials as one of the villians. 3  Eventually, the character was changed.",0.5975277276536997,0.3671905710854624,1
1096360,how much did made star trek beyond gross,7510002,"Star Trek Beyond couldn't match the $70.2 million launch of 2013's Star Trek Into Darkness nor could it top the $75.2 million bow of 2009's Star Trek.. Moreover, with a price tag of $185 million, plus tens of millions in promotional spending, the film needs to perform well overseas if it's going to make a profit.",0.9980766233963918,5338129,"This weekend, the Grand Slam Convention: Star Trek and Sci-Fi Summit in Burbank will feature a who’s who of science fiction TV personalities, including the stars of “Grimm” and “Buffy the Vampire Slayer,” but the real draw will be a public reunion of the cast of “Star Trek: The Next Generation.”.",0.3845226072698745,0.6135540161265173,1
1096376,how much damage harvey,7508397,"Ordinarily, Watson said a hurricane like Harvey might cause less than $5 billion in economic damage. But the floods could cause that number to balloon, and additional factors could make Harvey a $30 billion storm.",0.9882375402230432,2694895,"U.S. government received reports of three spills at one of Houston's dirtiest Superfund toxic waste sites after Hurricane Harvey On September 18, 2:54 PM Houston firefighters told to stay home during Harvey, union says",0.5740516968472091,0.4141858433758341,1
1096543,how many warheads does a peacekeeper have,7492255,"LGM-118 Peacekeeper. The LGM-118 Peacekeeper, also known as the MX missile (for Missile-eXperimental), was a land-based ICBM deployed by the United States starting in 1986. The Peacekeeper was a MIRV missile that could carry up to 10 re-entry vehicles, each armed with a 300-kiloton W87 warhead in a Mk.21 reentry vehicle (RV).",0.9920002640756332,6140011,"Rating Newest Oldest. Best Answer: In terms of nuclear delivery capability then: - USA - Ohio Class 18 subs 24 tubes 8 MIRV warhead each tube = 192 cities (basically the whole USA or EU) for each sub. Total force max warheads = 3,400 + cities. - Russia - Typhoon Class 3 active subs 20 tubes 10 MIRV each = 200 cities (again bascially USA and/or EU). Total warheads = 600 cities.",0.5506920869018577,0.4413081771737756,1
1096739,how many pounds of fat can you lose in a week,7474064,"Well, it’s certainly possible to lose more than two pounds per week, but it’s critically important to understand that there’s a world of difference between rapid weight loss and permanent fat loss.",0.794990597412333,1630632,"Eat to lose weight. To lose weight, you must use more calories than you intake, which can easily be accomplished through diet and exercise. Safe weight loss includes losing 0.5 to 2.0 pounds each week, which includes a 500 - 1,000 decrease in overall calories each day.",0.4068645196365447,0.3881260777757883,1
