qid,query,pid_i,passage_i,score_i,pid_j,passage_j,score_j,g_score,correct_pref
1096376,how much damage harvey,7508397,"Ordinarily, Watson said a hurricane like Harvey might cause less than $5 billion in economic damage. But the floods could cause that number to balloon, and additional factors could make Harvey a $30 billion storm.",0.9882375402230432,2694895,"U.S. government received reports of three spills at one of Houston's dirtiest Superfund toxic waste sites after Hurricane Harvey On September 18, 2:54 PM Houston firefighters told to stay home during Harvey, union says",0.5740516968472091,0.4141858433758341,1
1100010,hemelse modder,7201930,Hemelse Modder Hemelse Modder Hemelse Modder is the name of a heavenly chocolate dessert but also of a restaurant with a beautiful terrace in the old centre of the city. The restaurant is simply decorated inside with wooden tables and chairs and a wooden floor. The cooking here has been highly regarded for decades.,0.9735094100293652,1271257,"How to become a modder on Xbox 360? I wanna become amodder on Xbox 360, I've met a few modders and seen what they can do and it seems pretty fun.ow to become a modder on Xbox 360? I wanna become amodder on Xbox 360, I've met a few modders and seen what they can do and it seems pretty fun.",0.4204259574691434,0.5530834525602216,1
133977,definition of dignity for kids,7993331,"Full Definition of DIGNITY. 1. : the quality or state of being worthy, honored, or esteemed. 2. a: high rank, office, or position b: a legal title of nobility or honor.3. archaic: dignitary. 4. : formal reserve or seriousness of manner, appearance, or language. See dignity defined for English-language learners.. : the quality or state of being worthy, honored, or esteemed. 2. a: high rank, office, or position b: a legal title of nobility or honor. 3. archaic: dignitary. 4. : formal reserve or seriousness of manner, appearance, or language. See dignity defined for English-language learners.",0.9652197342845638,6306512,Definition of ROYAL JELLY. : a highly nutritious secretion of the pharyngeal glands of the honeybee that is fed to the very young larvae in a colony and to all queen larvae. See royal jelly defined for kids.,0.3457888172900378,0.6194309169945259,1
170982,does risperidone cause weight gain,7668448,"Besides weight gain, risperidone use may cause nausea, headaches, a runny nose, unexpected sleepiness, fatigue, blurry vision, vomiting, cough, drooling, abdominal pain, rashes, anxiety, constipation, difficulty urinating, a dry mouth and a sharp decrease in your sex drive as well as an inability to achieve orgasm.isperidone and Weight. Risperidone does not induce weight loss; by contrast, risperidone use is associated with an increase in appetite, a rise in blood cholesterol levels and potentially significant weight gain in up to 5 percent of its users.",0.9999129529387256,6762027,"Women's health. Most people put on weight because they eat and drink more calories than they burn through everyday movement and body functions. But in some cases, your weight gain may be due to an underlying health condition. Here are nine medical issues that can cause weight gain.",0.5135535020175137,0.4863594509212118,1
185879,fec independent expenditure definition,4846315,"The Code of Federal Regulations defined independent expenditure as an expenditure for a communication expressly advocating the election or defeat of a clearly identified candidate that is not made in cooperation, consultation, or concert with, or at the request or suggestion of, a candidate, a candidate’s authorized committee, or their agents, or a ...",0.9965973333695368,4968787,"1 points. Save. If a capital expenditure is treated as a revenue expenditure, then. expenses are overstated and owners' equity is understated. expenses are overstated and assets are overstated. expenses are understated and owners' equity is overstated. net income is overstated and owners' equity is understated.",0.28073157217461,0.7158657611949266,1
187186,fingers carpal tunnel symptoms,7390692,"Symptoms of carpal tunnel syndrome may include: Numbness, tingling, burning, and pain—primarily in the thumb and index, middle, and ring fingers; Occasional shock-like sensations that radiate to the thumb and index, middle, and ring fingers; Pain or tingling that may travel up the forearm toward the shoulder",0.9678308411341128,2643304,"Finger, hand, or wrist problems may be caused by an injury. If you think an injury caused your problem, see the topic Finger, Hand, and Wrist Injuries. But there are many other causes of finger, hand, or wrist problems. Carpal tunnel syndrome is caused by pressure on a nerve (median nerve) in the wrist. The symptoms include tingling, numbness, weakness, or pain of the fingers and hand.",0.7540581886198049,0.213772652514308,1
196250,government of canada logo,8001619,"Established in 1980, the Canada wordmark is essentially a logo for the government of Canada: it consists of the word Canada written in a serif font, a modified version of Baskerville, with a Canadian flag over the final 'a'.",0.9997973299014336,1544290,"It is not known why Fabio Taglioni abandoned his use of the logo, but it is assumed that it was due to a gentlemen agreement to allow Ferrari sole use of the brand logo. The prancing horse is now the trademark logo for Ferrari automobiles.",0.1988675167182331,0.8009298131832006,1
276208,how many calories burn during swimming,3551563,"Based on the the list of 16 swimming activities, shown below, the average calories burned for an average male, weighing 190 pounds (86 kg) is 328 Calories for 30 minutes of swimming. The average burnt for an average female, weighing 163 pounds (74 kg) is 282 Calories for 30 minutes of swimming.",0.9333322374768056,6429186,"Also, the more you weigh, the more calories you’ll burn doing the same activity. For example, a 155-pound person will burn 422 calories in an hour of aerobics, while a 130-pound person will burn 354 calories.",0.3156420270625134,0.6176902104142922,1
277556,how many calories in mahi mahi,3655235,"A 3-ounce serving of mahi mahi has 93 calories, almost all of which come from the 20.2 grams of protein it contains. Mahi mahi isn't a significant source of carbohydrates, and it contains only 0.8 grams of fat per serving. If you use oil to grill your mahi mahi, this will increase the fat and calorie content. For example, a teaspoon of olive oil contains 40 calories and 4.5 grams of fat.",0.9902517844442608,1078076,"Using the above example, 800 calories of carbohydrates divided by 4 calories per gram equals 200 grams carbohydrates for the day. Similarly, 320 calories of protein (divided by 4) is 80 grams protein, and 480 calories of fat (divided by 9 calories per gram) is 53 grams fat daily.o break this down into calories, 50 percent of 1600 is 800 calories carbohydrates, 20 percent is 320 calories, and 30 percent is about 480 calories.",0.4079007589263295,0.5823510255179314,1
307521,how much do target cashiers make,7320544,"How much do Target employees make an hour? A: As of December, 2014, different hourly rates for Target employees include cashiers at $8.65, team leaders at $15.35 and sales floor team members at $8.88. These numbers are only averages, as the actual pay-per-hour is dependent on a number of different variables, including location and experience. Continue Reading.",0.9746182915120164,1625478,"For a probationary period of sixty days, the minimum wage for a 48 hour week was set at $18.00 for waitresses and $20.00 for cashiers. On completion of the probationary period, the rate was increased to $21.00 for waitresses and $23.00 for cashiers.n 1 October 1982, a new Minimum Wage Order came into effect and the rates are as follows: $3.75 per hour for all persons eighteen years of age and over; and $3.00 per hour for all persons under eighteen years of age.",0.469742748307089,0.5048755432049274,1
400692,is a presynaptic neuron is stimulated,7430503,"Transmission of action potentials across electric and chemical synapses. In both cases, the presynaptic neuron was stimulated and the membrane potential was measured in both the presynaptic and postsynaptic cells (see Figure 21-7a).",0.989372713130046,5405057,"Presynaptic neurons are the neurons that conduct the AP to release a neurotransmitter and they affect the postsynaptic neurons. What ALWAYS causes a neuron to release any neurotransmitter (whether it is excitatory or inhibitory) is an action potential.ction of Inhibitory Neurotransmitters. If an action potential goes down the synaptic knob of another neuron and releases an inhibitory neurotransmitter, it’s going to be activating specifically different receptor sites on the cell membrane of the postsynaptic cell.",0.8706135876105477,0.1187591255194981,1
404202,is betadine and iodine the same,7584372,"The difference between Betadine and Iodine, basically, stems from their chemical nature. Iodine is a rare element that usually exists as a diatomic molecule. Betadine is a complex chemical compound containing iodine in a complex form.",0.9999850109060836,6907196,"Iodine is not usually considered to be an allergen, but some people are hypersensitive to it, and they may be considered to have an iodine allergy. Iodine is a common element found in the human body. Reactions to iodine are extremely rare, but can be fatal when they do happen. Medical uses of iodine are on the rise, especially in radiocontrast agents used to improve X-rays. Reactions have been more common in recent years.",0.4284373537732637,0.5715476571328197,1
420673,is peppermint good for diarrhea,3222326,"Peppermint (Mentha piperita), a popular flavoring for gum, toothpaste, and tea, is also used to soothe an upset stomach or to aid digestion. It has a calming and numbing effect, and is often used to treat headaches, skin irritation, nausea, diarrhea, menstrual cramps, flatulence, and anxiety associated with depression.",0.972137498748638,1704945,Peppermint oil is derived from the peppermint plant -- a cross between water mint and spearmint -- that thrives in Europe and North America. Peppermint oil is commonly used as flavoring in foods and beverages and as a fragrance in soaps and cosmetics. Peppermint oil also is used for a variety of health conditions and can be taken orally in dietary supplements or topically as a skin cream or ointment. Some evidence suggests that peppermint oil may help relieve symptoms of irritable bowel syndrome and indigestion.,0.7428990192851397,0.2292384794634983,1
440802,list of foods that cause diarrhea,7576706,"Those sulfur-including foods can lead to diarrhea at some cases. The foods like onions, garlic, broccoli, cabbage, and cauliflower have amounts of insoluble fiber which is a main cause of diarrhea and gas within the gastrointestinal system.",0.8931671815950892,4854755,"Doctors don't understand what causes diarrhea to occur in IBS patients, but some people notice that diarrhea strikes when they feel stressed or anxious. Others notice a pattern of diarrhea following certain foods.",0.1653230068779836,0.7278441747171056,1
45924,average temperatures las vegas by month,5167800,1 Average High Temperature in November in Las Vegas: 67 F (19.4 C). 2  Average Low Temperature in November in Las Vegas: 42 F (5.5 C). 3  Average Rainfall in November in Las Vegas: .43”. 4  Average Humidity in November in Las Vegas: 31%.,0.8154198431860801,2622356,"Our cost of living indices are based on a US average of 100. An amount below 100 means Las Vegas, Nevada is cheaper than the US average. A cost of living index above 100 means Las Vegas, Nevada is more expensive.",0.1912549505156301,0.62416489267045,1
489257,rigorous testing definition,7694872,rigorous adjective (CAREFUL) › approving careful to look at or consider every part of something to make certain it is correct or safe: rigorous testing/checking/methods.,0.9998972546817724,5806505,"DEFINITION of 'Market Research'. The process of assessing the viability of a new product or service through techniques such as surveys, product testing and focus groups. Market research allows a company to discover who their target market is and what these consumers think about a product or service before it becomes available to the public.",0.386069212662171,0.6138280420196014,1
521851,"title character in mt, robot",7697353,ROOT OF THE TITLE: Mirroring. eps1.8_m1rr0r1ng.qt EPISODE SUMMARY: Elliot realizes that he is Mr. Robot and Christian Slater's character is just a projection of his father. Angela gets an offer to join E-Corp and give up her principles.,0.9358039677602128,4154854,"The primary character in Limbo is a nameless boy, who awakens in the middle of a forest on the  edge of hell  (the game's title is taken from the Latin limbus, meaning edge).While seeking his missing elder sister, he encounters only a few human characters who either attack him, run away, or are dead.he primary character in Limbo is a nameless boy, who awakens in the middle of a forest on the  edge of hell  (the game's title is taken from the Latin limbus, meaning edge).",0.312176166263454,0.6236278014967588,1
548099,wellcare mike vice president,7538554,"Mike joined WellCare in May 2005. Before assuming his current position, he served as vice president of corporate initiatives and strategy. He also held positions as senior director of health plan finance, director of health plan operations and director of health business planning and analytics.",0.9999729215827408,1761359,"Mike Trout Quits Focus on the Family. James Dobson's co-host of 15 years cites personal reasons for abrupt departure. Mike Trout, for 15 years co-host of Focus on the Family with Dr. James Dobson, abruptly resigned from his position as senior vice president of broadcasting for the popular ministry organization.",0.4821312564753259,0.5178416651074149,1
559709,what are guitar plectrums,7647465,here is a mixture of popular picks and obscure but interesting ones that will help you decide on which plectrum to pick plectrum is a generic label for flat tools that are used to strum or pluck stringed instruments note that the correct plural for plectrum is plectra but many still refer to them as plectrums to reduce the confusion guitarists refer to guitar plectrums as guitar picks the plectra we featured comes in various sizes and shapes so it will do you well to check available sizes and shapes that fit your needs,0.9966481613077336,1196170,"Watch more How to Play Guitar videos: http://www.howcast.com/videos/434538-... An electric guitar differs from an acoustic guitar because it has something called pickups. In this video, you'll learn about the sounds you can make using the pickup selector.You'll also learn about the tone knob.Okay, so this is an electric guitar, a little different than an acoustic guitar.atch more How to Play Guitar videos: http://www.howcast.com/videos/434538-... An electric guitar differs from an acoustic guitar because it has something called pickups. In this video, you'll learn about the sounds you can make using the pickup selector.",0.5113130061602852,0.4853351551474483,1
595577,what cities allow pit bulls,7503601,"As of September 2014, no states have enacted breed-specific laws, or BSLs, banning pit bulls. However, there are over 700 U.S. cities in 40 states that have enacted these bans. Additionally, appellate courts in 12 states have upheld the constitutionality of breed-specific pit bull laws, including Arkansas, Colorado, Florida, Iowa, Kansas, Kentucky, New Mexico, Ohio, Utah, Washington, West Virginia, Wisconsin and Washington, D.C. Continue Reading.",0.9978166710589922,2456303,"That's a Lot of Bull. Matadors, matadoras and their assistants fight four-year-old specially bred bulls weighing approximately 1,300 pounds (590 kilograms). The bulls in Spanish bullfighting are bred on ranches, where they are tested for bravery and ferocity.The ones that pass the tests -- performed by men on horseback, not by matadors with capes -- fight in the arena.atadors, matadoras and their assistants fight four-year-old specially bred bulls weighing approximately 1,300 pounds (590 kilograms). The bulls in Spanish bullfighting are bred on ranches, where they are tested for bravery and ferocity.",0.2861142414953754,0.7117024295636167,1
610056,what county is naples fl,7428853,"Collier County's main administration building, left, and the back end of the county courthouse, right. Collier County is a county located in the U.S. state of Florida. As of the 2010 census, the population was 321,520. Its county seat is East Naples, where the county offices were moved from Everglades in 1962. Collier County comprises the Naples-Immokalee-Marco Island, FL Metropolitan Statistical Area, which is included in the Cape Coral-Fort Myers-Naples, FL Combined Statistical Area.",0.9394175683113412,3300809,"Cities: Fort Walton Beach, FL (29.65%), Wright, FL (1.97%), Cinco Bayou, FL (0.81%), Mary Esther, FL (0.05%) County: Okaloosa County, FL.",0.3312736507840833,0.6081439175272578,1
633375,what does bogue mean?,7640682,"Bogue Name Meaning. You can go to great heights and equally great depths. You are emotional and fixed in your opinions. You are hospitable, sentimental, often psychic, sometimes moody. You are ruled by love and the lack of it and feel a need to be encouraged and appreciated.",0.9833296756107344,7585558,Bogue Banks. From my front door in Five Points to my home in Atlantic Beach is 2 hours 40 minutes. Take the 64 bypass to wilson and then take 58 to 258 which will put you on highway 70 in kinston(avoiding the sprawl and traffic in Clayton). The Crystal Coast is 22 miles of beautiful southern facing beaches. No high rises. Very few goony golfs and no wax museums.,0.2035062469661131,0.7798234286446213,1
635044,what does contract and expand mean,7601266,"Expand is to increase in volume, contract is to decrease in volume.",0.996333768556714,1492567,"Under Dr. Alcubierre’s hypothesis, a ship still couldn’t exceed light speed in a local region of space. But a theoretical propulsion system he sketched out manipulated space-time by generating a so-called “warp bubble” that would expand space on one side of a spacecraft and contract it on another.",0.4971634033361587,0.4991703652205553,1
645604,what does phyto mean,7484648,"Phyto, or phyt, is defined as plant. An example of phyto used as a prefix is in the word phytol, which means an oily alcohol that comes from combining the chlorophyll of plants with other substances and is used to create synthetic vitamins. phyto-. phyto-.",0.9783595795378274,786866,"Plant foods contain thousands of natural chemicals. These are called phytonutrients or phytochemicals.Phyto refers to the Greek word for plant. These chemicals help protect plants from germs, fungi, bugs, and other threats. Fruits and vegetables contain phytonutrients.",0.7508895079944017,0.2274700715434257,1
648119,what does sni mean,7447392,"What is SNI? Server Name Indication is a crucial component of SSL that oftentimes goes under the radar. SNI is what allows multiple websites to exist on the same IP address. Without SNI, each hostname would require its own IP address in order for an SSL certificate to be installed. However, SNI solves this problem. Now, what does all that mean?",0.9047959911497222,2205560,"I just bought an SNI 35 line output converter. I took the factory subwoofer out of my 2003 Buick Rendezvous and cut the speaker wires to hook up to the converter. The problem is, I have no idea how to hook this thing up.",0.0921171254242059,0.8126788657255162,1
655046,what does wearing a wedding gown in a dream mean?,7430773,"If the dress is dirty or torn, it predicts that you will have a disagreement with someone you should respect. If you dream of a black wedding dress, something that you thought was a good and positive thing is in reality quite bad or negative.",0.9940775395068,2338385,"The cost of wedding dress alteration depends on the amount of work that needs to be done on the dress as well as the complexity of the design. 1  On average, a simple alteration can cost as little as $20 while a more complex job can cost upwards of $350 for an alteration. The wedding dress alterations’ price can be different depending on several factors such as the type of dress that needs to be altered. 2  A brides’ gown is more expensive since these require more effort, can be more complex, and need additional care when handled.",0.2833028862134869,0.7107746532933132,1
669979,what ibn means crossword,7429319,Answer: IBN. IBN is a crossword puzzle answer that we have spotted 48 times. Referring Clues: Part of a Mideast name. ___ Saud (former Mideast leader) Relative of Mac-.,0.9999765218916388,1047036,"If you like Crosswords and think you've mastered the puzzling form, give any of these new Crossword puzzle variants a shot. Daily Crossword.Test your knowledge and puzzle skills in this fantastic new Crossword game.f you like Crosswords and think you've mastered the puzzling form, give any of these new Crossword puzzle variants a shot. Daily Crossword.",0.3166350676568221,0.6833414542348168,1
681944,what is a double acrostic puzzle,7704858,"The name comes from the Greek words akron (end) and stikhos (line of verse). As the name implies, acrostics are most often pieces of verse where the hidden message is formed by either the first or last letter of each line. Sometimes both ends of the line contain a message - this is known as a double acrostic.",0.9999963195548396,3725006,This activity is sometimes called seven pieces of cleverness.. The object of the puzzle is to rearrange the pieces of a square (the puzzle pieces) to form figures (like a picture of a cat) using the tangram pieces. 1  Paper (cardstock or other thick paper works well). 2  Scissors. 3  Ruler and Pencil or a Printer.,0.5075110102096252,0.4924853093452145,1
722413,what is barron,7531801,"Barron [bar-ron] as a boys' name is an Old English name, and the meaning of Barron is burned clearing; young warrior. Barron is an alternate spelling of Barnett (Old English). Barron is also a variant of Baron (Old German, Old English). ASSOCIATED WITH old english, clearing (meadow), warrior.",0.9999675346035184,1787321,"At the time she described the experience as 'great' and 'very, very easy.'. Barron was the fifth child for Donald Trump, 66, who married the then Melania Knauss at a lavish ceremony in January 2005. Asked if she would consider having more children, Mrs Trump said: 'I don’t like to say never, but my life is very busy.",0.9081171899950564,0.0918503446084619,1
725047,what is bobtail?,7696627,"Bobtail may refer to: 1  An animal with its tail bobbed. 2  A wolf who was leader of the man-eating Wolves of Paris. 3  A natural bobtail, an animal with a genetically short tail Donggyeongi, a Korean breed of dog.  A Bobtail lizard or skink, species Tiliqua 1  rugosa. A bobtail squid.  A tractor unit not pulling a trailer.",0.9424236145564048,7696621,Quick Answer. A bobtail truck is a semi truck that travels from one point to another without a trailer. Sometimes a trucker has to drop off an entire trailer at his destination and travel elsewhere to pick up another trailer. Truckers are often paid round-trip for these bobtail truck jobs.,0.7442055650075956,0.198218049548809,1
727837,what is cardamom used for,7457249,"Cardamom is one of the most effective remedies against halitosis. Simply chewing on the seeds eliminates bad odors. Cardamom is even used in some chewing gums because of its effectiveness, billed as a surefire cure to the most offensive breath.",0.9201935223680408,4500567,"Curry powder is used as a seasoning, adding flavor and color to a dish. Common ingredients include cardamom, dried chile, cinnamon, clove, coriander, cumin, fennel, fenugreek, mace, nutmeg, red and black peppercorn, poppy seed, sesame seed, saffron, tamarind, and turmeric. Madras curry powder packs some heat.",0.5278737571354389,0.3923197652326019,1
738484,what is dendrochronology,7635187,"Feb 14, 2015. Dendrochronology is a method of age dating by studying the growth rings of trees. It can be used to study changes in climate and also to calibrate carbon dating. socratic",0.8809066104873052,4716094,"El Niño events happen as warm trade winds heat up the surface waters of the tropical Pacific Ocean. Scientists are able to detect an El Niño event and its effects on the climate through a variety of technological and natural sciences. One of these natural sciences is dendrochronology, or the study of tree rings.",0.3692092922861515,0.5116973182011537,1
747937,what is floof,7504079,"Floof is a light and fluffy moldable material that sticks to itself, making it easy to pack into whatever shape you want. Create your own sculpture by hand, use one of the included snowball makers to form perfect spheres for an indoor snowball fight, or simply run your fingers through the stuff.",0.8452793186699333,445307,"Floof (derived from fluff) is an adjective used to describe a ridiculously fluffy object or an animal (usually a long-haired cat or an equally hairy dog). It can also be used as a verb to floof someone, but this only applies to the furry fandom in which one furry uses his/her fur (in the case of a long-haired furry, again a canine or feline) to overwhelm his/her friend with fluffy fur.",0.9410741847922536,-0.0957948661223201,0
763878,what is kyc?,11461,"What is KYC? KYC is an initialism that stands for know your customer.. It is a regulatory phrase that refers to the process used by a business for verification of merchants, customers, and other elements when it comes to a financial transaction. In WePay's case, we use it as the motivation behind our Trust Center.",0.9285941926488392,7729518,"Regulatory: In terms of the guidelines issued by the Reserve Bank of India (RBI) on 29th November 2004 on Know Your Customer [KYC] Standards – Anti Money Laundering [AML] Measures, all banks are required to put in place a comprehensive policy framework covering KYC Standards and AML Measures.",0.5265423010306426,0.4020518916181966,1
766272,what is lispro,7801947,"Insulin lispro is a short-acting, man-made version of human insulin. Insulin lispro works by replacing the insulin that is normally produced by the body and by helping move sugar from the blood into other body tissues where it is used for energy. It also stops the liver from producing more sugar.",0.913223864185279,1135255,"See Prices. Humulin 70/30 (insulin human) is a mix of long-and short-acting insulins used to treat diabetes mellitus, including diabetes type 1 and diabetes type 2. It replaces or supplements the insulin made by the body to help control blood sugar levels, and the mix allows twice-daily dosing with a faster effect.ee Prices. Humalog (insulin lispro) is a short-acting insulin used to treat diabetes mellitus, including diabetes type 1 and diabetes type 2. It is generally used with a long-acting insulin to help control blood sugar levels.",0.0849415967790153,0.8282822674062638,1
895932,what sizes do bar stools come in,1130834,"These are commonly called “spectator stools”. The actual size can vary somewhat with bar stools ranging from 29 to 31 inches and the counter stools ranging from 24 to 26 inches. These are the standard sizes of stools, but they can be special ordered in sizes from 24 inches to 37 inches tall.",0.9649207497563588,702003,"The staple seating choice of the kitchen, bar stools are the perfect match for islands and bars. Here's how to find the best option for your space, from height to number of stools to seating style. The Right Height Bar stools come in four standard heights named for the seating surface they pair with.",0.8185415121412495,0.1463792376151094,1
942651,when did they start putting seat belts in cars,7761568,"Early cars had no seat belts. In the 1930s, doctors began installing seat belts in their cars, realizing that accidents were increasing along with cars' speed and popularity. In 1955, California was the first state to require cars to have seat belts installed before sale. This became U.S. law in 1968.",0.9809683109231454,3601715,"Texas law now requires drivers and all passengers in vehicles to be secured by a safety belt. A safety belt violation can result in fines ranging from $25 to $250, plus court costs. Safety Seat Guidelines. Safety belts are designed for adults, not children.",0.3248658766618607,0.6561024342612847,1
988124,definition of lu,7289647,"Lu - a trivalent metallic element of the rare earth group; usually occurs in association with yttrium atomic number 71, lutecium, lutetium metal, metallic element - any of several chemical elements that are usually shiny solids that conduct heat or electricity and can be formed into sheets etc.",0.9994478290487172,803059,"The name Blu-ray refers to the blue laser (specifically, a violet laser) used to read the disc, which allows information to be stored at a greater density than is possible with the longer-wavelength red laser used for DVDs.lu-ray Disc specifies the use of Universal Disk Format (UDF) 2.50 as a convergent friendly format for both PC and consumer electronics environments. It is used in the latest specifications of BD-ROM, BD-RE and BD-R.",0.2995234492765621,0.699924379772155,1
991342,who is amandla stenberg,7282434,"(CNN)You might remember actress Amandla Stenberg from her ill-fated role in the first Hunger Games film as Jennifer Lawrence's endearing sidekick, Rue. The 17-year is stepping out of the franchise's shadow and using her star power to inspire other black women to embrace their identity.",0.8103794793993264,7282431,"Stenberg will play Maddy while Robinson will play Olly, who is battling his own demons. Stella Meghie, who made her feature directorial debut with Jean of the Joneses, is directing the project, which is eyeing a September start. Les Morgenstein and Elysa Dutton of Alloy are producing.",0.1099764712735215,0.7004030081258048,1
992433,white pine millings in wv,7279737,"White Pine Millings is located at the address 119 Loghouse Rd in Racine, West Virginia 25165. They can be contacted via phone at (304) 837-7940 for pricing, hours and directions. White Pine Millings has an annual sales volume of 501K - 999,999. For maps and directions to White Pine Millings view the map to the right.",0.9999962420038324,5596847,"Tips. 1  Try scenting the pine cones with scents such as cinnamon or peppermint. 2  It's better to collect the pine cones from a park, your backyard, a field, or anywhere with pine trees than to buy them. 3  Pine cones don't require good quality paint. 4  You can find them on trees, especially during fall. 5  Painted pine cones could be used as Christmas 6  ... Wa",0.360112199653263,0.6398840423505695,1
